keywords,context,text
pair#hold#fix#tool#glass,The,The man holding a glass is fixing a pair of tools on the counter.
music#decorate#tree#dance#family,The,"The family dance was decorated with Christmas trees, music and a Christmas tree."
bar#end#head#weight#lift,The,The man lifted the weight of the bar at the end of his head.
walk#tree#park#tie#rope,The,The park is tied to the ropes and trees that are walking through it.
rake#leave#finish#jump#pile,The,The leaves jump and flutter as they finish a pile of raking leaves.
back#eat#tie#contest#hand,The,The man is contesting the back of his hand and eating a tie.
lunch#truck#sit#front#eat,The,The truck sits in front of a bunch of people who are eating pizza.
bench#cream#bike#eat#sit,The,The bike sits on a bench that has been eating the cream of J.
kid#snow#snowball#throw#walk,The,The kids are throwing a snowball and walking around the snow with snowballs.
rub#type#apply#face#cream,The,The type of cream applied to the face is made up of a rubber.
sit#feed#duck#fence#wheelchair,The,The giraffe is sitting in a fence with a small herd of ducks.
stage#musician#guitar#wear#shirt,The,The musicians wore shirts on stage with a guitar on the back of them.
table#sit#deck#card#demonstrate,The,The cards are shown on the deck and demonstrated sitting on the table below.
shirt#tie#rinse#die#sink,The,The man dies with a shirt rippled and a sink dripping with ties.
knife#give#board#throw#thumb,The,The board gives thumb-up to a woman throwing a knife at her boyfriend.
rock#use#piece#break#hammer,The,The hammer is used to break pieces of rock off of a solid rock.
cat#belly#floor#lay#rub,The,"The cat lays on the floor, then goes to the belly of the cat."
sip#head#wink#take#turn,The,"The head turns, then takes a sip of her drink and winked."
hold#fly#sky#string#kite,The,The sky is filled with kites flying and the strings are held high.
music#head#shake#dance#laugh,The,"The head of music, she laughs, ""I dance and shake it."
machine#put#basket#clothe#take,The,The man is putting out a basket of clothes to take to the machine.
dog#brush#table#stand#fur,The,The dog is standing on a table with a brush and fur on it.
present#sit#kid#open#floor,The,The kids are sitting on the floor and opening presents and they're laughing.
create#paint#canvas#artist#piece,The,The piece was created by artist and muralist Bettie Page painted on canvas.
braid#hair#side#head#turn,The,The head of hair braids turns out to be a braid with sides.
tie#give#instruction#tie#neck,The,The tie was tied with the instruction to give a tie-tie.
book#read#wait#laundromat#laundry,The,The book is read by a woman waiting for her laundry to be laundered.
wash#hair#sink#head#hold,The,The head of hair is holding a sink that has been washed with water.
onion#board#chop#knife#cut,The,The man cutting the board with a knife then cuts off the leaves before cutting.
straighten#demonstrate#hair#iron#use,The,The man is demonstrating how to straighten hair using an iron on clay.
sign#promote#hold#dollar#lesbianism,The,The protest was held to promote a sign for a lesbianism-dollar.
board#parachute#ride#hold#water,The,The man is holding a parachute while riding on board the water polo.
stick#run#snow#dog#carry,The,The dog is running away with a stick and carries the snow in it.
balloon#kid#walk#water#test,The,The kids are walking in the water with balloons and they are testing them.
cigarette#jacket#cap#smoke#beard,The,The man with a beard is smoking a jacket with a cap and smoking cigarettes.
player#referee#drop#puck#wait,The,The referee stopped the puck and the player was dropped to the ice waiting.
take#picture#short#street#shirt,The,The man in shorts and a t-shirt takes a picture of the street.
swallow#crowd#watch#performer#sword,The,The crowd watched as the performers swelled to a size of a sword.
walk#fall#tree#blossom#couple,The,The couple fell in love when they were walking through trees and blossom.
surgery#perform#scrub#wear#surgeon,The,The surgeon is wearing a scrub suit while performing the surgery on the patient.
walk#toy#sell#visitor#vendor,The,"The vendor sold toys to visitors, and they walked away with the toys."
soda#can#hamburger#drink#eat,The,The hamburger can be eaten by a customer as a meal or drink.
table#floor#dance#seat#couple,The,The couple seats themselves on the floor and dance on the table above them.
watch#board#student#kick#hold,The,The board held a public kick-off for students to watch the event.
paw#music#face#stroke#sleep,The,"The music is a stroke of genius, to the face of a man."
sit#floor#piece#puzzle#put,The,The piece was put on the floor and is now sitting under a puzzle.
pour#place#glass#filter#tea,The,The glass filter is placed on the table to be poured into the tea.
trailer#brush#attach#truck#load,The,The trailer was attached to a truck loaded with brush and trailer-mounted lights.
sit#pop#balloon#surprise#blow,The,The balloons were blown up and a pop sit was surprised to see them.
stand#sidewalk#shirt#short#wear,The,The man is wearing shorts and a shirt and is standing on the sidewalk.
ground#lantern#kneel#wear#glove,The,The man is wearing a red helmet and kneeling on the ground with lanterns.
march#field#perform#watch#band,The,The band performs on the field as they watch the marching of the U.
push#cut#lawn#grass#mower,The,"The grass was cut, and a lawn pushing mower was pushed forward."
mix#bowl#counter#ingredient#begin,The,The counter-protesters began to mix with the main ingredients of bowl.
water#enjoy#surf#day#wind,The,The surfers enjoy the warm waters and warm wind on a sunny day.
linger#kiss#arm#share#wrap,The,The man shares a kiss with someone who wraps his arm around the waist.
cross#pedestrian#street#wait#tram,The,The tram is waiting for pedestrians to cross the street in front of it.
snow#snowblower#attach#tractor#remove,The,The snowblower was removed from the tractor and was attached to snow snow snow.
fish#step#watch#catch#sit,The,The man catches a fish and sits on the steps to watch the salmon.
wear#unicycle#ride#bagpipe#kilt,The,The bagpipe is worn on a man's unicycle and rides down.
dough#bake#sheet#ball#place,The,The dough is placed on a baking sheet and the balls are baking separately.
peel#core#remove#machine#apple,The,The core of the Apple machine was removed from the keel of ship.
trick#crowd#watch#perform#skateboard,The,The trick is to perform the trick on a skateboard without a crowd.
branch#cut#tree#shear#prune,The,"The branch is cut from the trunk of a tree, with shear."
book#student#pencil#forest#sit,The,"The book is a collection of pencil drawings, mostly of forest and students."
tractor#watch#car#lot#hit,The,The car was hit by a tractor-trailer while it was watching.
water#bike#ride#hill#flip,The,The bike is flipped over the hill and rides into the water at high speed.
watch#lay#weight#lift#bench,The,The man lifted the bench to lift the weight and watch it be laid.
apple#break#slicer#plate#use,The,The plate is used to break the apple into slices and then onto plates.
swimmer#compete#spectator#backstroke#cheer,The,The swimmer competed in the backstroke and 800 meters as a spectator.
crowd#contest#cheer#eat#compete,The,The crowd is cheering as he competes in a contest to eat food.
dance#pump#fist#room#air,The,The room is filled with a fist pump of air and dance music.
leg#razor#bed#sit#shave,The,The legend is that a man sitting on a bed with razor-sharp legs.
section#walk#store#shirt#touch,The,The woman's shirt was stored in the section where people are walking to touch.
cut#scoop#inside#watermelon#open,The,The inside of a watermelon being opened and scooped by a cutter.
dancer#routine#stage#perform#audience,The,The dancers perform on stage as a routine to the audience at the event.
eyebrow#demonstrate#apply#makeup#look,The,The young woman applied to look through her makeup and demonstrate how to eyebrow.
shape#fold#table#sit#paper,The,The paper is the first to sit in the shape of a folded table.
sunglass#hold#head#top#mug,The,The head of the Sunglasses Factory holds a mug of coffee on top.
food#cook#kitchen#work#prepare,The,The kitchen is prepared for cooking and food is worked on in the kitchen.
exercise#weight#lift#arm#hand,The,The weight of the arm lifts is exercised by the hand on the bench.
front#laugh#sit#food#table,The,"The table sits in front of a laugh, food and a cluttered chair."
beat#bat#truck#mailbox#ride,The,The truck was bathed in a mailbox to beat it down and ride.
finger#move#hold#guitar#fret,The,The man is holding a finger to his mouth while he moves his guitar.
coffee#park#drink#read#newspaper,The,"The newspaper reads: ""The man is drinking a coffee in the park."
sit#suitcase#clothe#pack#floor,The,The suitcases packed with clothes are sitting on the floor of the room.
walk#store#close#graffiti#mark,The,"The mall closed on May 31, 2012, marking the store's final walk."
traffic#direct#worker#crew#work,The,The workers worked for the crew of a tractor that was directed to work.
piece#throw#air#pumpkin#pick,The,The pump air is picked up by a piece of throw-away pump.
water#bear#dog#run#tooth,The,"The dog runs around the edge of the water, bears his teeth together."
mother#washer#clothe#toddler#help,The,The mother was clothed in her mother's washer and dryer toddler help.
umbrella#bench#sit#jacket#hold,The,The man with a black jacket sits on a bench holding an umbrella behind him.
combine#cucumber#onion#bowl#pasta,The,"The bowl is combined with cucumber, onion, and pasta in sauce."
instruction#wrap#leg#give#bandage,The,The bandage wraps around his leg and gives him an extra layer of instructions.
pour#oven#sausage#tray#oil,The,The tray is made of stainless steel with oil pouring sausage in the oven.
meat#cook#barbecue#turn#skewer,The,The barbecue turns out to be cooked with skewers of meat and vegetables.
phone#sidewalk#walk#shirt#talk,The,The man walking on the sidewalk with a phone talking on a white shirt.
cook#grill#explain#sausage#place,The,The man is explaining how he cooked a grilled sausage in a wooden place.
clothing#building#perform#wear#activity,The,The building has been wearing out its clothing and performing other physical activities since 2011.
menu#take#look#order#waiter,The,"The waiter takes the menu and looks at the order, then gives it."
catch#mouth#treat#dog#open,The,The dog is treated by the person who opened the mouth to catch it.
hit#machine#come#ball#bat,The,The balls come from the bat and hit the machine in front of it.
stand#wear#field#jean#background,The,The young jeans are worn with a red background and a field of stand.
player#hand#team#shake#oppose,The,The team also opposed the shake-up of the hand of the player.
walk#dress#street#cellphone#talk,The,The man walking down the street is talking to his cellphone and dressed casually.
bench#arrive#sit#bus#wait,The,The bus sits on a bench waiting to be arrived at the bus station.
stand#face#door#ladder#expression,The,"The front door stands open, facing the expression on the ladder's face."
wear#lady#dress#sidewalk#sweep,The,The lady is wearing a sidewalk dress that sweeps up to her waistband.
scissor#look#beard#trim#mirror,The,"The mirror is looking good, with the trim and scissor beard."
lollipop#hold#boot#wear#fence,The,The man is wearing boots and holding a lollipops in his fence.
begin#dance#baton#routine#twirl,The,The women began dancing and twirling in a baton-like routine.
couple#take#park#dog#walk,The,The couple are taking a walk in the park with their dog on Saturday.
toddler#bead#string#sit#floor,The,The strings are sitting on the floor next to a teddy bear and beads.
mural#flock#building#bird#fly,The,The bird is a flock of murals flying above the building's facade.
drive#walk#water#road#flood,The,The road was flooded and walkers were driving across the water to cross.
axe#wood#piece#chop#take,The,The man takes a piece of wood and cuts it with a stone axe.
bun#turn#grill#hand#toast,The,The grilled buns turn out to be a toast to the hands behind it.
flour#cut#dough#half#sprinkle,The,The dough was cut into half and sprinkled with flour and then the dough.
track#race#runner#hurdle#jump,The,The runner is racing down the track and jumps over the hurdles for victory.
floor#sweep#toddler#hold#broom,The,The toddler was swept away by the broom and held on to the floor.
music#fold#demonstrate#paper#background,The,The paper demonstrates that the background of the music is not folded onto itself.
clap#congregation#dance#church#music,The,"The congregation is a traditional dance church, with music and clap dancing."
paint#art#create#tool#street,The,The painted tools were created in the streets of Arts and Craftsman.
take#stand#husband#picture#wife,The,The husband and wife are taking a stand for what they believe is right.
umbrella#tourist#bicycle#take#photo,The,The photo taken by tourists on a bicycle in an open area of Umbrella.
cheer#swimmer#crowd#compete,The,The crowd competed in a challenge to swimmer and chef at the event.
sit#table#bottle#open,The,The table below lists the sitting Australian Prime Minister and opens a bottle of champagne.
cheer#contest#eat#crowd,The,The crowd is in a long queue to eat and contest with the chefs.
stone#explain#knife#sharpen,The,The man is explaining that he has a knife with stones in it nearby.
stand#wear#bag#hold,The,The man is wearing a bag that has been held up to the stand.
food#bowl#hold#smile,The,The woman is holding a bowl of food that she is smiling at him.
hat#paint#wear#face,The,The woman wearing a hat painted with the face of George Floyd was arrested.
back#horse#throw#cowboy,The,The horse is in the back of the cowboy and the horse is throwing hay.
read#turn#page#book,The,"The book reads like a page turner, with a lot of information."
drive#water#river#cross,The,The river crosses the water as it is driven by the current of water.
separate#demonstrate#bottle#egg,The,"The eggs are separated into two bottles, and the female is demonstrated making eggs."
restaurant#wine#drink#eat,The,The restaurant has been eating out of the wine and drinking out of it.
catch#run#dog#rabbit,The,The dog is trying to catch the rabbit and run away from the camera.
board#bus#wait#line,The,The bus is on the line to wait for the board of the next station.
mother#bless#sneeze#say,The,The mother says she is blessed to be able to sneeze again.
foot#massage#clip#nail,The,The man with the clip-to-cut tape is getting ready to massage.
walk#top#wear#short,The,The man is wearing shorts and a walking top at the time of his arrest.
fall#push#wheelbarrow#sit,The,The man is pushing a wheelbarrow that is sitting in the fall.
mouth#swallow#pull#sword,The,The sword is pulled out of the mouth and is swallowed by the man.
street#direct#traffic#walk,The,The street is directed by traffic as it walks through the city's downtown.
face#apply#product#massage,The,The product is applied to the skin by massage on the face and then.
bird#eat#cup#hold,The,The bird is holding a cup that has been eaten by a geese.
floor#card#sit#shuffle,The,"The black and white cards are sitting on the floor, shuffled together."
stick#lip#lick#tongue,The,The tongue licks the lip of the mouth and the tongue is stuck.
park#walk#couple#take,The,The couple then took a walk around the park and then to the beach.
look#cook#meat#grill,The,The grilled meat is looking ready to be cooked by the grill for dinner.
hold#weight#hand#gym,The,The gym holds a weight room with various machines and hand-operated dumbbells.
style#brush#dryer#hair,The,The dryer is a simple style of hair dryer with a brush.
stage#couple#outfit#dance,The,The couple had a dance outfit on at the end of the stage last night.
perform#background#move#music,The,"The music moves smoothly, and the lyrics are performed with a strong background."
smoke#music#pipe#listen,The,The man is listening to music on a pipe while smoking outside his home.
snowman#kid#build#snow,The,"The kids are built for snow, snow for snow as well as snow."
throw#board#knife#stand,The,The man is standing on the board and throws a knife into the sea.
stool#sit#milk#cow,The,"The cow is sitting in the milk, the dog is stooling."
singe#microphone#song#hold,The,The song holds a special place in the musician's heart due to microphone.
picture#draw#pencil#paper,The,The paper drew pencils on a blank picture of a man with glasses.
roof#work#cap#wear,The,The man is wearing a cap with the work of the roof of St.
bulldozer#dirt#pile#push,The,The bulldozer pushes the dirt into a pile next to the bulldozer.
guitar#sit#practice#bed,The,The man is practicing a new bed and sitting on a guitar in his room.
cross#road#traffic#wait,The,The traffic on the road is waiting to cross the bridge over the river.
jump#dog#toy#pool,The,"The dog jumped into the pool, where it was toyed with by people."
shoot#kid#ball#hoop,The,"The kids are shot in the hoop, and the ball ends up dead."
hand#carry#bag#hold,The,The man is holding a bag that carries a woman's handbag in it.
trail#ride#mountain#horse,The,The horse is riding down the trail through the mountains on a sunny day.
jump#air#take#picture,The,The picture taken by the pilot shows the pilot jumping into the air after taking off.
sit#ball#floor#throw,The,"The ball is thrown on the floor, and it sits in the air."
field#run#hold#stick,The,The field is held by a man who runs a stick in the ground.
squirt#jet#dog#water,The,The hot dog is on the side of the jet in the water squirt.
building#sidewalk#front#walk,The,The sidewalk in front of a building with people walking by on May 30.
wear#tie#tie#shirt,The,The man is wearing a red shirt and ties with a red and white jacket.
watch#movie#eat#lunch,The,The movie was watched by lunch break and it was eating into the audience.
move#guitar#finger#hold,The,The man is holding a guitar and is moving his finger across the strings.
peel#potato#sit#table,The,The table sits next to the mashed potatoes and a cup of coffee nearby.
treat#sit#wait#dog,The,The dog is waiting for the tourists to sit down and treat the dog.
gas#car#put#pump,The,The man putting gas in a car pump next to the parking lot lot.
wood#saw#piece#saw,The,The sawmill is a large piece of wood sawed from a saw.
hand#music#dance#hold,The,The music video was held up by some people who dance with their hands.
piece#metal#polish#machine,The,The man is polish metal machine with a piece of metal on the bottom.
dog#hold#jump#stick,The,The dog is holding a stick to jump over the fence to get away.
watch#cartoon#wear#headphone,The,The man is wearing a cartoon-like helmet and watch over his headphone.
work#project#hat#wear,The,"The project is also wearing many hats, from working with local artists to:."
bottle#open#cap#use,The,The bottle was opened and the liquid was used to cap the next bottle.
playing#build#card#house,The,The play was built around the card playing in the House of Lords in England.
hand#hold#snake#talk,The,The man holding a snake is talking to a woman with her hands behind her.
cut#sharpen#carrot#knife,The,The man cutting carrots with a knife is using a small blade to sharpen.
punch#kick#bag#gym,The,The gym has a bunch of different bags that can be used to kick.
watch#continue#ball#hit,The,The ball continued to hit the ground as he watched it hit the grass.
capture#ride#movement#continue,The,"The movement continued to capture the attention of many people, who were riding."
wear#bag#carry#shirt,The,The man is wearing a red shirt and carries a bag with his name.
lie#table#receive#massage,The,The man receives a massage from a woman lying on a white wooden table.
hit#jump#bike#ride,The,The man is riding a bike and jumping over a barricade to hit people.
table#family#eat#dinner,The,The family is eating dinner on the table next to the oven and stove.
eye#mascara#apply#look,The,The woman applies her mascara to her eyes and looks at the camera again.
ball#technique#kick#demonstrate,The,The ball is demonstrated with a technique known as the kick-up kick.
hold#instrument#sit#chair,The,The man is sitting on a chair and holding a instrument in his hand.
craft#art#sit#table,The,The dining table sits on a wooden table with a craftsman's art.
field#hit#practice#baseball,The,The baseball practice was a hit with the young players on the field today.
cross#eye#touch#nose,The,The cross-cultural nose touch is one of the most eye-catching features.
water#stand#jacket#wear,The,The man is wearing a black jacket and is standing next to a water.
worker#side#work#building,The,The building was on the west side of the work site and workers were evacuated.
hold#snowboard#pull#kite,The,The snowboard is pulled by a kite and held by a man.
watch#beach#sky#plane,The,The plane is watched by a man on a beach under a cloudy sky.
ocean#stand#sun#set,The,The sun is setting on the ocean as it stands in the morning light.
costume#street#walk#dress,The,The street costume is dressed up as a man walking down the street.
fork#egg#beat#bowl,The,The North Fork beat the South Fork by two to one in the eggs.
dance#stage#begin#middle,The,The stage began to dance in the middle of the crowd as they chanted.
enjoy#day#beach#family,The,The family enjoyed a picnic on the beach on a sunny day in summer.
ice#liquor#add#glass,The,The ice is added to a glass of hot water and the liquor is added.
gym#squat#shoulder#weight,The,"The gym has a weight room, lifting room, and squat rack with shoulder."
fill#bag#seal#machine,The,The machine is filled with plastic bags sealed with tape to keep out insects.
hair#pull#tape#remove,The,The man is removing the hair and putting it on a tape pulling it up.
pen#music#desk#hit,The,"The music video for "" desk"" was directed by Pen and hit No."
dog#cat#chase#street,The,The dog is chinese and chinese street dogs chinese chinese.
bowl#egg#crack#kitchen,The,"The bowl has a kitchen with two sinks, eggs, crackers and salad."
sink#toothbrush#sit#hold,The,The toothbrush is sitting on a sink that has been held over water.
wife#shopping#wait#finish,The,The woman is waiting for her wife to finish shopping at a local supermarket.
dance#wear#music#hat,The,The man is wearing a hat and dance music is playing from his car.
mouth#toy#dog#catch,The,"The dog is caught in the mouth of a large, yellow and toy."
brush#horse#tail#stand,The,The horse is standing with its tail between its legs and is being brushed.
machine#cap#bottle#put,The,The man is putting a bottle cap on a machine to make it look.
map#front#report#give,The,The map was reported to be given to the front of the British Army.
talk#wear#lady#jacket,The,The lady is wearing a black jacket and is talking to the two men.
pool#cheer#race#swimmer,The,"The swimming pool is open to the public, and cheer on the race."
piece#metal#hit#hammer,The,"The hammer hit a piece of metal, which was hit by the man."
toy#run#grass#mouth,The,The new mouth runs along the base of the tibia and through the grass.
insert#lens#attempt#eye,The,"The lens is inserted into the eye, and an attempt is made to."
tree#surround#path#walk,The,The trees are surrounded by a path that walks around the edge of it.
continue#jump#bar#swinge,The,"The bar continues to jump, and the woman is swinging on the bars."
equipment#arm#work#gym,The,"The men are working in a gym with equipment, arm bars and weights."
grass#dog#stand#owner,The,The dog is standing in the grass with its owner by his side nearby.
run#jump#path#pit,The,The man jumps down the path and runs to the pits of the alley.
pipe#sit#smoke#chair,The,The man is sitting in a chair with smoke pouring out of his pipe.
take#picture#friend#mountain,The,The man and his friends took pictures of the mountains behind them and posted them.
run#kid#throw#balloon,The,The kids are throwing balloons at each other and running around the living room.
overlook#rock#sit#water,The,The water is still sitting on the rocks and it is overlooking the sea.
grass#stick#walk#dog,The,The dog is walking on the grass and sticks his head out of it.
park#perform#trick#skateboard,The,The skateboarder has performed tricks on the skateboard in the park.
hair#braid#instruction#give,The,The braid is given instructions to be cut with a hair straightening machine.
smile#shake#head#look,The,The man is looking at a head-to-head with Smiles.
mallet#hit#stand#gong,The,The child is hit with a mallet and stands for a gong.
hold#mouth#blow#flute,The,The man is holding a flute and blowing it with his mouth isolated.
sit#suitcase#pack#floor,The,The suit suitcases are packed and sitting on the floor next to it.
time#practice#dribble#basketball,The,The practice of playing basketball is a time-honored tradition in Greece.
helmet#wear#cave#light,The,"The cave is visible from the shelter, wearing a light-yellow shirt."
bed#lady#put#sheet,The,The lady is putting on a bed with a sheet over it and someone else.
brush#couch#hair#sit,The,The man with black hair is sitting on a couch with a black brush.
stand#fold#hat#arm,The,"The two men are standing in a hat, arm in arm and folded."
arm#mountain#top#raise,The,The mountains were raised to the top of the arches of this bridge.
give#instruction#machine#sew,The,The machine was given instructions to sew up a hole in the fabric itself.
hold#animal#stuff#stand,The,The animal is holding a stuffed toy that is standing on it's hind legs.
weight#lift#bar#end,The,The bar lifted and ended with a heavy weight on the end of it.
jump#beach#dog#wave,The,The dog jumped over the beach to get away from the wave of people.
trick#perform#air#snowboarder,The,The snowboarder has performed in the air with Tricks of the Trade.
cover#ground#dog#run,The,The dog runs around the ground and covers itself with its paws in order.
street#fill#pedestrian#car,The,"The street filled with cars, pedestrians, and people on their way to work."
vend#machine#front#stand,The,The machine is standing in front of a large machine that is bent down.
board#bounce#pool#dive,The,The pool has a bounce board that can be used to dive into the pool.
tattoo#say#regret#hand,The,The man says that his hand is regretting what he has done today.
carry#board#surfer#beach,The,The board is carried out by the surfer at the beach or resort.
smile#wear#hat#stand,The,The man is wearing a hat and a pair of gloves as he stands.
pole#wear#hold#hat,The,The man is wearing a hat that has been held up by a pole.
race#jockey#track#horse,The,"The race was won by the horse, jockey and track at Derby."
celebrate#restaurant#friend#birthday,The,The restaurant celebrated its 50th birthday with a party with friends and family.
sit#leg#shave#edge,The,"The legs are long and wide, while the legs are short and shaved."
work#spark#night#fly,The,The night's work was done and it was fly-by-night.
tooth#brush#stand#sink,The,The man is standing next to a sink with a brush next to it.
toy#catch#jump#air,The,The man jumps into the air and hurls his teddy bear.
picture#couple#pose#front,The,The couple posing in front of a nude picture of their daughter on Facebook.
water#sail#fall#boat,The,The boat fell into the water and was sailing away from the marina.
carry#flag#arena#wear,The,The flag is carried by people wearing the national flag at an outdoor arena.
tissue#toddler#blow#nose,The,The toddler was blown away by his nosebleed during the tissue.
surf#wave#background#music,The,"The music video for ""Surf"" was background music for the wave."
give#instruction#lay#carpet,The,The man lays on the carpet and gives instructions to his assistants to go outside.
run#basket#collect#egg,The,The woman collects eggs from a basket and runs off with them to the garden.
air#leg#kick#dance,The,"The legs kick in as he dances in the air, then kicks off."
park#car#building#front,The,The car parked in front of the building is covered in graffiti on it.
hand#music#pen#table,The,The table below shows the number of hands in each pen and their music.
push#controller#button#hold,The,The buttons are pushed by a controller that is held in one of two directions.
table#napkin#stand#fold,The,The man is standing on a table with a napkin and folded up.
laugh#piece#tear#paper,The,The piece was laugh out of the paper and was torn up by others.
piece#machine#put#paper,The,The paper puts forward a number of pieces of evidence to support this machine.
wear#pool#suit#jump,The,"The pool is wearing a white suit and jumpsuits, with many people."
head#pet#hand#cat,The,The cat is on the hand of a woman petting it's head.
bucket#stomp#grape#stand,The,The Buckets of grapes stand in a field next to their farmhouse.
trainer#run#course#dog,The,The dog ran over the course of a few minutes with its trainer behind it.
discus#throw#meet#watch,The,The man is watching the discus throw as he meets his opponent again.
stick#drop#fire#juggle,The,"The man was dropped off at a fire station, where his juggle stick."
write#number#pop#balloon,The,The balloons were written in a number of pop culture and musical genres including: Mr.
snow#road#plow#tractor,The,The tractor plowing snow along road next to a plow and trailer.
stuff#animal#push#cart,The,The animal is pushing the cart and stuffs it into a wooden cart.
fish#snow#catch#flop,The,The snow caught on the flop of a fish and got into it.
keep#kick#ball#air,The,The ball was kicked into the air and it kept going down the field.
face#apply#lotion#rub,The,The face of a man applies a lotion to his face and rubs.
cut#saw#wood#hold,The,The man is holding a sawed-off shotgun and cutting through wood.
look#lab#scientist#microscope,The,The lab is looking at the microscope and the scientist is doing a lot.
street#walk#pose#picture,The,The man posing as a picture of a woman is walking down the street.
knuckle#crack#hand#finger,The,The man is then handed a crack of his finger and knelt down.
stand#fly#beach#kite,The,The kite is flying high above the beach as it stands high above sea.
sit#table#stand#room,The,The man is standing in a room with a table and sitting on it.
trapeze#net#fall#practice,The,"The net falls in practice, however, when it comes to Trapeze."
ride#picture#camel#take,The,The man takes a picture of the camel riding on the edge of the lake.
read#newspaper#work#way,The,"The newspaper reads that the way to work out how to read it is: ""."
wash#water#hand#turn,The,"The water turns yellow, and the hand is washed away by the sunlight."
roof#gutter#clean#stand,The,The roof of a gutter has been cleaned by people standing on it.
puddle#water#dog#splash,The,The dog splashes around in the water and puddles up again.
ball#beach#dog#carry,The,The dog carries the ball on the beach next to a man and woman.
player#game#shoot#goal,The,The game was shot with the goal of making the player look better than possible.
river#bungee#bridge#jump,The,The bungee jumping bridge over the river is bordered by several buildings.
couple#walk#fall#tree,The,The couple fell in love and are walking down the aisle next to trees.
street#carry#cone#worker,The,The workers are carrying cones and other equipment down the street to the town.
paper#pen#calligraphy#write,The,"The paper was written by the pen name ""Calligraphy for Beginners""."
fire#juggle#light#ball,The,The ball was juggled by the light of the fire in the sky.
chop#piece#axe#wood,The,"The piece of wood is chipped, and the axe is in pieces."
class#project#front#present,The,The project was presented in front of the Class of 2021 on May 30.
cage#hold#put#snake,The,"The snake is put in a cage, holding it upside down by it."
clean#follow#dog#pool,The,The dog is cleaning the pool following a brush with the dog's paw.
car#lap#drive#sit,The,The man is sitting on a car driving on the lap of a woman.
cross#vehicle#drive#street,The,The vehicle is driven by a man crossing the street in front of it.
burn#piece#image#wood,The,The image of a burning wood is one of the most famous and famous pieces.
shoot#basketball#hoop#trampoline,The,The hoop has been shot down by trampoline and basketball player A.
lay#bed#rub#foot,The,The bed is laid out on the square foot of the living room floor.
chase#dog#rabbit#snow,The,The dog is chasing a rabbit in the snow and chases it down.
pack#suitcase#talk#clothe,The,"The suit is a packed one, with men and women talking to suitcases."
paper#spray#paint#piece,The,The paper paints a very different picture of the piece with its orange spray.
sit#read#piano#music,The,The man is readying a piano sitting on the balcony of his music room.
game#table#domino#sit,The,The table below is a list of all dominoes sitting in the game.
bring#dog#toy#owner,The,The dog is brought to the owner's home for a medical checkup.
stick#twirl#end#fire,The,"The end of the twirling, the stick was fired into the fire."
knife#orange#cut#slice,The,The man cutting a slice of pizza with an orange with a knife next to him.
ride#wheelie#pop#motorcycle,The,The motorcycle is parked in the parking lot of the pop-punk wheelie ride.
kite#fly#sky#park,The,The sky is flying over the park and kites are flying in the sky.
set#sit#drum#cymbal,The,The cymbals are set to sit on the drum in a circle.
fly#spark#weld#pipe,The,The man is welded to a pipe that sparked and he was flying.
solve#instruction#give#cube,The,The man is giving instructions to the cubes that are being solved by him.
fetch#water#dog#ball,The,The dog is fetching the ball over the water in slow motion.
brush#hair#hand#face,The,The man with black hair is facing a brush with the law and hands.
stick#catch#beach#dog,The,The dog is caught by a stick on the beach next to the pier.
open#cork#wine#bottle,The,The wine bottle was opened by the cork and a bottle of wine.
chip#beer#drink#eat,The,The man is eating a hot dog with chips and drinking a beer outside.
basketball#shoot#basket#dribble,The,The basket was shot from the corner of the basketball court with two dribbles.
sle#race#dog#cheer,The,The dog is in the race to be the first sled dog to cheer.
swim#pool#stroke#perform,The,The swimming pool has a stroke of black and white and has been performing.
shake#wear#suit#hand,The,The man is wearing a suit and shaking his hand in a white shirt.
count#table#money#sit,The,The table below shows the number of people sitting in a county's money box.
wear#glove#wrap#bandage,The,The bandage wraps around his left glove and is worn around his wrist.
glove#wear#dye#hair,The,The woman wearing black hair and a red dyed wig gloved her eyes.
music#watch#climb#wall,The,The girls are watching music videos while they climb the walls of their room.
worker#jacket#wear#hat,The,The man wearing a hat and a jacket is a worker at the building.
coach#practice#basketball#gym,The,The coach is practicing in the gym with his basketball team at the University.
sidewalk#stuff#walk#carry,The,The boy is carrying stuffed animals and walks with his sidewalkers.
ball#talk#demonstrate#juggle,The,The man is demonstrating how to talk to a woman with a ball juggle.
smoke#cigarette#walk#street,The,The man walks down the street with a cigarette and Smoke in his mouth.
prepare#kitchen#chef#meal,The,The chef prepares a meal in the kitchen with his wife and two daughters.
track#run#number#greyhound,The,"The track ran through a number of greyhounds, many of them."
watch#crowd#event#gather,The,The crowd gathered to watch the event on a grassy field in downtown.
perform#run#flip#wall,The,"The wall is not yet finished, but it will be performed and flipped."
sit#movie#watch#couple,The,The couple are watching the movie while sitting on the couch in their living room.
fish#hand#tank#feed,The,The fish is fed on the right hand side of a tank with water.
bull#ride#hand#air,The,"The bull is in the air right now, and people ride their hands."
athlete#perform#meet#jump,The,The athlete performs the jump as she meets the finish line in the final.
snow#driveway#shovel#shovel,The,The shovel is in the driveway with snow on the ground and a snow shovel.
stretch#stand#arm#wall,The,The wall stands in the way of the stretch of the arm of liberty.
