keywords,context,text
sweep#curl#stone#front#ice,The,The ice cream is in the shape of a tree and curled up in front of stones.
body#spread#water#wing#bird,The,"The wings are spread out over the water, with the bird's body partially submerged underneath."
field#tug#dog#mime#war,The,The dog mime of a dog tugging on a field of war between the U.
spray#paint#wall#word#paint,The,"The wall painted with the words ""No sprays"" was painted on the same wall."
line#stand#wait#buy#cream,The,The line was bought by a creamery that is waiting for the stand to be complete.
allow#dog#say#sign#walk,The,The dog is said to have signalled that it would allow people to walk around it.
sit#set#floor#row#domino,The,"The second set sits on the second floor, with a row of dominoes."
dog#check#phone#walk#pier,The,The dog is checking out the phone and walks over to the pier with it's paw.
space#use#lay#brick#spacer,The,The spacer was used in the space laid out between the spacer and the brick.
anvil#metal#piece#hammer#hit,The,The hammer is a piece of metal that hits anvil with a hammer on a drill.
demonstrate#sit#fold#shirt#floor,The,The man in blue shirt is demonstrating how to sit on the folded floor in a chair.
leave#friend#wedding#groom#bride,The,The bride is groomed and left for her wedding by her friends and family on her wedding.
axe#target#throw#hit#bullseye,The,The target was hit by a bullseye thrown from the crane and struck by lightning.
tie#piece#demonstrate#knot#string,The,"The piece demonstrates the knotting of strings, tying them together and tying them back together."
carry#surround#crowd#flag#wave,The,The flag is surrounded by a large crowd of people carrying waving flags as they march down.
pit#land#track#jump#run,The,"The pit jump is one of the most dangerous tracks on the land, running through fields."
motorcycle#vest#wear#helmet#sit,The,The motorcycle sits on a tarmac with a vestibule wearing a helmet and helmet.
toddler#spaghetti#fork#table#sit,The,The table below is a layout of some of the most common splints and tacks.
worker#vest#sit#break#take,The,The workers were taken to a vestibule where they were broken into and sat down.
mower#grass#sit#field#mow,The,The mowing grass sits in a field mowed by a mowing mower operator.
night#welder#fly#spark#work,The,The Welder's work sparked the night watchman to fly to New York City again.
blow#hold#create#flame#fire,The,"The Flames held a 1–0 lead, creating a fire that blew out the roof."
wear#walk#flight#stair#clothing,The,The stairs are worn and the clothing is walking-weary and flighty about them.
bottle#feed#hold#pond#fish,The,The fish are being held in a feeder pond at the bottom of a small bottle.
apply#leg#hair#strip#remove,The,"The black hair was removed, and the strip was applied to the leg of the man."
chair#sit#book#look#hold,The,The book is a look at how the chair is held and sits in the living room.
wall#sit#floor#paperwork#look,The,"The walled city looks like it sits on the floor, with some paperwork and shelving."
goal#score#win#player#game,The,The game won the game by scoring two goals in the final minute of the third player.
mouth#run#hang#field#tongue,The,The tongue hangs out of the mouth and runs down the back of the head in a field.
track#run#watch#throw#pole,The,"The tracks are thrown in the middle of a long running pole, watched by a man."
apply#mirror#look#eye#mascara,The,"The mirror is applied to the eye, looking directly into the eyes of the suffragette."
water#pour#tea#cup#milk,The,The cup of coffee is poured into the coffee cup of water and the coffee tea is poured.
belt#fill#move#machine#bag,The,The machine is filled with a moving bag with a belt around it and fastened together.
run#dog#throw#fetch#disc,The,The dog throws a disc that is about long enough to fetch the dog to the running.
pair#hold#fix#tool#glass,The,The pair are holding a glass and tools to fix up the pair's old home together.
music#decorate#tree#dance#family,The,"The family was decorated in Christmas trees, dance music, and Christmas lights for the event."
bar#end#head#weight#lift,The,The man lifted his weight up to the bar at the end of his head and grunted.
walk#tree#park#tie#rope,The,The park is tied to the ropes that can be seen walking through the trees near it.
rake#leave#finish#jump#pile,The,The leaves are jumping around and the pile is finishing off and raking in the rain.
back#eat#tie#contest#hand,The,"The back of the hand is contested, but it is eaten by a tie-up."
lunch#truck#sit#front#eat,The,The truck sits in front of a bunch of people who are eating and listening to music.
bench#cream#bike#eat#sit,The,The bike sits on a bench that has been eating the cream of the New York City.
kid#snow#snowball#throw#walk,The,The kids are throwing a snowball and walking around the snow as they are walking around it.
rub#type#apply#face#cream,The,The type of cream applied to the face is made up of one or more rubs.
sit#feed#duck#fence#wheelchair,The,The man is in a wheelchair and is feeding himself with a small stick while sitting on fence.
stage#musician#guitar#wear#shirt,The,"The musicians wore shirts on stage that said ""I'm a guitar"" on the front."
table#sit#deck#card#demonstrate,The,The cards are shown on the deck and demonstrate how they are sitting on the table below.
shirt#tie#rinse#die#sink,The,The man died after being tied up and beaten with a red cloth shirt and rinse sink.
knife#give#board#throw#thumb,The,The board gives thumb-up to a man who threw a knife into the same crowd.
rock#use#piece#break#hammer,The,The hammer is used to break a piece of rock in order to extract the original rock.
cat#belly#floor#lay#rub,The,The cat lays on the ground and rubs his belly on the floor of the floor.
sip#head#wink#take#turn,The,"The head turns, then takes a sip of her drink and winked at the camera."
hold#fly#sky#string#kite,The,The sky is the limit when it comes to flying kites and stringing them together.
music#head#shake#dance#laugh,The,"The head of the music department, Isobel Stephens, laughs and shake her head."
machine#put#basket#clothe#take,The,The man is putting a basket of clothes in the machine and takes it out of it.
dog#brush#table#stand#fur,The,The dog is standing on a table with a fur-penciled brush in it.
present#sit#kid#open#floor,The,The kids are sitting on the floor and they are opening and presenting their toys to each other.
create#paint#canvas#artist#piece,The,The piece was created by artist Daniele Mosquera and painted by canvas artist.
braid#hair#side#head#turn,The,The braid turns out to be the same hair as the headband on her side.
tie#give#instruction#tie#neck,The,The tie was tied with the instruction to give a tie-tie on the necktie.
book#read#wait#laundromat#laundry,The,The book is read by a woman waiting in a laundry room to be paroled from prison.
wash#hair#sink#head#hold,The,"The head of hair is holding a sink, which is then washed by the local woman."
onion#board#chop#knife#cut,The,The board cuts off the man's hand and cuts offions the knife to cut off.
straighten#demonstrate#hair#iron#use,The,The man is demonstrating how to straighten hair using an iron and is using a tool.
sign#promote#hold#dollar#lesbianism,The,The protest was held on May 31 to promote the signs of lesbianism in the Dollar.
board#parachute#ride#hold#water,The,"The man is holding a parachute, while the board rides on the water's surface overhead."
stick#run#snow#dog#carry,The,The dog is running away from the snow with a stick and carries on with his routine.
balloon#kid#walk#water#test,The,The kids are walking around the balloon and they are testing the water to see if it.
cigarette#jacket#cap#smoke#beard,The,The man with a beard is in a black jacket with black smoke and cap on smoking.
player#referee#drop#puck#wait,The,"The referee was the first player to drop the puck, and it was waiting for him."
take#picture#short#street#shirt,The,The shorts were taken down and the shirts were taken off the street for pictures by police.
swallow#crowd#watch#performer#sword,The,The crowd watched as the performers swelled to a size of more than a small sword.
walk#fall#tree#blossom#couple,The,The couple fell in love when they were walking through the trees and Bloss blossomed.
surgery#perform#scrub#wear#surgeon,The,"The surgeon, wearing a black scrub suit, performs a surgery on the patient and Dr."
walk#toy#sell#visitor#vendor,The,The vendor walks around the shop and sells toys and visitors can walk around the old town.
soda#can#hamburger#drink#eat,The,"The hamburger can be eaten by a human, but it can also be drank by dogs."
table#floor#dance#seat#couple,The,The couple seats themselves on the floor and dance on the table while they discuss their love.
watch#board#student#kick#hold,The,The board held a special meeting to kick off the new students who would watch the show.
paw#music#face#stroke#sleep,The,"The music was a stroke of good fortune for him and his family, who faced pneumonia."
sit#floor#piece#puzzle#put,The,"The piece was put on the floor, and a puzzled man sat down next to it."
pour#place#glass#filter#tea,The,The glass filter is placed on the right side of the tea pouring glass and the water.
trailer#brush#attach#truck#load,The,"The trailer was attached to a truck loaded with brush, and the trailer was being loaded."
sit#pop#balloon#surprise#blow,The,The balloons were blown up in a surprise sit-down with pop artist by the name.
stand#sidewalk#shirt#short#wear,The,The man is wearing shorts and a t-shirt and is standing on the sidewalk nearby.
ground#lantern#kneel#wear#glove,The,"The man is wearing a red gloves, kneeling on the ground with lanterns in his hands."
march#field#perform#watch#band,The,The band performed in the field as they watched the march of the Black Lives Matter movement.
push#cut#lawn#grass#mower,The,"The grass was cut, and a lawnmower pushed through it to make room for it."
mix#bowl#counter#ingredient#begin,The,The counter-protesters began to mix with the counter-demonstrators and bowl.
water#enjoy#surf#day#wind,The,The surfers enjoy the warm waters and warm wind on a warm summer day in California.
linger#kiss#arm#share#wrap,The,The man wraps his arm around her and they share a kiss as they make their way.
cross#pedestrian#street#wait#tram,The,The tram is waiting for pedestrians to cross the street as it crosses a section of tracks.
snow#snowblower#attach#tractor#remove,The,The snowblower was removed from the tractor and attached to a snow blower trailer.
fish#step#watch#catch#sit,The,The man is caught on the steps of a fish and chip shop sitting on his watch.
wear#unicycle#ride#bagpipe#kilt,The,The bagpipe is worn on a man's unicycle and rides across the kilt.
dough#bake#sheet#ball#place,The,The dough is placed on a baking sheet and the balls are baked for 10 to 12 minutes.
peel#core#remove#machine#apple,The,The Apple Pie machine was removed from the core of the Peel machine in September 2019.
trick#crowd#watch#perform#skateboard,The,The trick is to perform the trick on a skateboard and watch the crowd go insane.
branch#cut#tree#shear#prune,The,The branch of the Shear tree which prunes and cuttles is known locally as.
book#student#pencil#forest#sit,The,"The book is a collection of pencils, pastel colors, and a forest scene."
tractor#watch#car#lot#hit,The,The car was hit by a tractor-trailer while it was being watched by parking lot.
water#bike#ride#hill#flip,The,The bike is flipped over and the water rides up the hill to the top of it.
watch#lay#weight#lift#bench,The,The bench lifted the weight and the man was laid down on the bench to watch it.
apple#break#slicer#plate#use,The,"The plate is used to break the apple into slices, which are then served to customers."
swimmer#compete#spectator#backstroke#cheer,The,"The swimmers competed in the backstroke and 800 meters, while the spectators cheered them on."
crowd#contest#cheer#eat#compete,The,The crowd is cheering as he competes in a contest to eat the most large numbers.
dance#pump#fist#room#air,The,The room is filled with men and women who pump fists and dance to the air guitar.
leg#razor#bed#sit#shave,The,The legend is that he is sitting on a bed with his legs shaved off by razor.
section#walk#store#shirt#touch,The,The woman's shirt was stored in the section where people are walking and touching each other.
cut#scoop#inside#watermelon#open,The,The man scooped up the inside of watermelon and opened it to cut it up.
dancer#routine#stage#perform#audience,The,The dancers perform on stage with the audience as they perform in a routine at the event.
eyebrow#demonstrate#apply#makeup#look,The,"The young woman, who applied to be a makeup artist, was demonstrating how to eyebrows."
shape#fold#table#sit#paper,The,The paper is the first to sit in the shape of a coffee table and folded it.
sunglass#hold#head#top#mug,The,The head of the Sunglasses Factory holds a mug of coffee at the top of it.
food#cook#kitchen#work#prepare,The,The kitchen is a work in progress and is prepared to cook for many different kinds of food.
exercise#weight#lift#arm#hand,The,The weight of the arm lifts the weight off the hands and is exercised by the hands.
front#laugh#sit#food#table,The,The table below is a list of all foods that can be sitting in front of laughing.
beat#bat#truck#mailbox#ride,The,The truck was bathed in a mailbox to beat it down and ride through the streets.
finger#move#hold#guitar#fret,The,The man is holding a finger to his mouth while he moves his finger to the guitar.
coffee#park#drink#read#newspaper,The,"The newspaper reads: ""A man is drinking a coffee in the park with his friends."
sit#suitcase#clothe#pack#floor,The,The suit is packed with suitcases and other items sitting on the floor of the room.
walk#store#close#graffiti#mark,The,"The mall closed on May 31, 2013, marking the mall's final store and graffiti."
traffic#direct#worker#crew#work,The,The construction workers were directed to work with the crews on traffic control during the construction work.
piece#throw#air#pumpkin#pick,The,The pump was picked up by a piece of air that had been thrown from the pump.
water#bear#dog#run#tooth,The,The dog runs around the edge of the water and bears down with its teeth on the dog.
mother#washer#clothe#toddler#help,The,The mother was clothes-shamed by her toddler and was helped by her husband.
umbrella#bench#sit#jacket#hold,The,The man with a black jacket is sitting on a bench holding an umbrella in his left hand.
combine#cucumber#onion#bowl#pasta,The,"The bowl is combined with cucumber, onion, and meat of choice to make pasta."
instruction#wrap#leg#give#bandage,The,The bandage wraps around his leg and gives him a few more instructions about the band.
pour#oven#sausage#tray#oil,The,"The oven is on a baking tray with oil and butter, pour in the sausage mixture."
meat#cook#barbecue#turn#skewer,The,The barbecue turns out to be cooked with a skewers of meat that is in turn.
phone#sidewalk#walk#shirt#talk,The,The man in black shirt is walking on the sidewalk talking to a man with a phone.
cook#grill#explain#sausage#place,The,The man is explaining how he cooked a sausage and placed it on a grill for cooking.
clothing#building#perform#wear#activity,The,The building has been wearing out and has been performing poorly for some time due to activities.
menu#take#look#order#waiter,The,"The waiter takes the menu and looks at the order, then gives it to the customer."
catch#mouth#treat#dog#open,The,The dog is treated by the person who opened the mouth to catch the dog's breath.
hit#machine#come#ball#bat,The,The balls come off the bat and hit the ball on the ground with enough speed to machine.
stand#wear#field#jean#background,The,"The young jeans are still worn, but the background has been painted over with a field."
player#hand#team#shake#oppose,The,The team also opposed the shake-up of the hand of the player of the match.
walk#dress#street#cellphone#talk,The,The man walking down the street is talking to his cellphone and is dressed in a suit.
bench#arrive#sit#bus#wait,The,The bus sits on a bench waiting to be arrived at the bus station in central Stockholm.
stand#face#door#ladder#expression,The,"The front door is facing the street, and the expression on the face of the ladder stands."
wear#lady#dress#sidewalk#sweep,The,The lady is wearing a black and white dress that sweeps down to the sidewalk in front.
scissor#look#beard#trim#mirror,The,The scissor is a simple looking mirror with a black beard trim and black trim.
lollipop#hold#boot#wear#fence,The,The man is wearing a boot on his left foot and holding a lollipops.
begin#dance#baton#routine#twirl,The,"The women began to dance, and then they began to twirl and baton routine."
couple#take#park#dog#walk,The,"The couple walk around the park, taking in the views of the dog and the city."
toddler#bead#string#sit#floor,The,"The strings are sitting on the floor, and there is a teddy bear sitting on it."
mural#flock#building#bird#fly,The,The bird is a flock of murals that have been flying around the building since 2010.
drive#walk#water#road#flood,The,The road was flooded and the water was so high that people were walking across the drive.
axe#wood#piece#chop#take,The,The man takes a piece of wood and cuts it with a knife to make a sword.
bun#turn#grill#hand#toast,The,The grilled buns turn out to be a toast to the hands that make them happen.
flour#cut#dough#half#sprinkle,The,"The dough was cut into half and sprinkled with flour, then the dough was kneaded."
track#race#runner#hurdle#jump,The,The runner-up in the race was jumped by the track's second fastest hurdles runner.
floor#sweep#toddler#hold#broom,The,The toddler was swept away by the broom and was not able to be held on floor.
music#fold#demonstrate#paper#background,The,The paper demonstrates that the background of the music is completely different to that of the folded.
clap#congregation#dance#church#music,The,The congregation is also housed in a church-like clapboard dance hall with music.
paint#art#create#tool#street,The,The painted tools were created in the Arts and Crafts School at the University of Main Street.
take#stand#husband#picture#wife,The,The husband and wife are taking pictures while standing next to each other at the botanical garden.
umbrella#tourist#bicycle#take#photo,The,The photo taken by the tourists shows a bicycle with an umbrella attached to it near it.
cheer#swimmer#crowd#compete,The,The crowd competed in a challenge to swim the length of the grandstand with the Cheers.
sit#table#bottle#open,The,The table below lists the number of bottles that were opened and the number that were sitting.
cheer#contest#eat#crowd,The,The crowd is in a very hostile environment and they are eating and contesting with each other.
stone#explain#knife#sharpen,The,"The man is explaining that he has a knife, and that he is going to stone."
stand#wear#bag#hold,The,The man is wearing a bag that has been held up to the camera and is standing.
food#bowl#hold#smile,The,The woman is holding a bowl of food that has a smile on it and other items.
hat#paint#wear#face,The,The woman is wearing a hat painted with the face of George Floyd and a black jacket.
back#horse#throw#cowboy,The,"The horse is in the back of the cowboy, and the horse is throwing hay around."
read#turn#page#book,The,The book reads like a page turner if you can read between the lines of it.
drive#water#river#cross,The,The river crosses the water in the distance as it drives through the woods towards the city.
separate#demonstrate#bottle#egg,The,The eggs are separated into two bottles and the eggs are then demonstrated in the same way.
restaurant#wine#drink#eat,The,"The restaurant has been drinking and eating since the restaurant opened, and wine is on sale."
catch#run#dog#rabbit,The,The dog is caught by the rabbit and runs off with it into the grassy field.
board#bus#wait#line,The,The bus is waiting on the other side of the line on the boardwalk next door.
mother#bless#sneeze#say,The,The mother says she is blessed to be able to sneeze in her own home.
foot#massage#clip#nail,The,The man at the foot of the video clips is nailed to a table by a massage.
walk#top#wear#short,The,"The man is wearing shorts and a T-shirt, and walking on top of it."
fall#push#wheelbarrow#sit,The,"The wheelbarrow is sitting in the middle, and someone pushes the falls off it."
mouth#swallow#pull#sword,The,The sword is pulled from the mouth of a man who has just been swallowed by it.
street#direct#traffic#walk,The,"The street is directed by the traffic lights, and pedestrians walk in the middle of it."
face#apply#product#massage,The,"The product is applied to the face, then smoothed out with a tissue or sponge."
bird#eat#cup#hold,The,The bird is holding a cup that has been eaten by a rooster in the park.
floor#card#sit#shuffle,The,The black and white card sitting on the floor is shuffled and the cards are shown.
stick#lip#lick#tongue,The,The tongue licks the lip of the mouth and the tongue is stuck in the water.
park#walk#couple#take,The,"The couple then took a walk around the park, where they also talked about their time together."
look#cook#meat#grill,The,The grilled meat is then cooked to a deep brown look on the outside of the plate.
hold#weight#hand#gym,The,"The gym is holding a weightlifting competition, with the female handball team behind them."
style#brush#dryer#hair,The,The dryer is a simple but elegant style of hair dryer with a wooden brush.
stage#couple#outfit#dance,The,"The couple have been in a dance outfit on stage, and have been performing for more than."
perform#background#move#music,The,The music video for the song was moved to the background while performing it at the show.
smoke#music#pipe#listen,The,The man is listening intently as music plays on a pipe and Smoke pours out.
snowman#kid#build#snow,The,The kids are built for snow as well as for snow sports like sledding and snow.
throw#board#knife#stand,The,"The boy is standing on the board, but he is throwing a knife into the water."
stool#sit#milk#cow,The,The cow is sitting in the middle of the milk and the stools are next to it.
singe#microphone#song#hold,The,The song was also featured on the soundtrack to the video for Soundgarden's microphone held up.
picture#draw#pencil#paper,The,The paper drew pencils on a blank page to create a picture of the Virgin Mary.
roof#work#cap#wear,The,The man is wearing a cap and is working on the roof of a building in Cali.
bulldozer#dirt#pile#push,The,"The bulldozer pushed through a pile of dirt, and the bulldozer started to move."
guitar#sit#practice#bed,The,"The man is in his early to mid-30s, and is sitting in bed."
cross#road#traffic#wait,The,The traffic on the road has been rerouted and waiting for a crossing to be constructed.
jump#dog#toy#pool,The,The dog jumped into the pool and toyed with the young boy before it was shot.
shoot#kid#ball#hoop,The,"The kids are shooting the hoop, and the ball is going in the hoop with them."
hand#carry#bag#hold,The,The man is holding a bag that has been carrying a hand-held computer in it.
trail#ride#mountain#horse,The,The horse is riding down the trail next to the mountains and can be seen from nearby.
jump#air#take#picture,The,The picture taken by the pilot was of the airfield as it was before the jump.
sit#ball#floor#throw,The,"The ball is thrown on the floor, and the two sitting on the ground are shown."
field#run#hold#stick,The,The field was held by a man who had run away from a stick and a tree.
squirt#jet#dog#water,The,The hot dog is on the side of the plate with a jet of water on it.
building#sidewalk#front#walk,The,The building is on the sidewalk in front of a row of people walking to and from work.
wear#tie#tie#shirt,The,The man is wearing a red shirt and is tied up with a red tie around his neck.
watch#movie#eat#lunch,The,The movie ends with a man eating a lunch and watching a video on his mobile phone.
move#guitar#finger#hold,The,The man is holding a guitar and is moving his finger up and down on the keyboard.
peel#potato#sit#table,The,"The table is full of potatoes, as it sits next to the oven and the oven."
treat#sit#wait#dog,The,The dog is waiting for the man to sit down and treat it like a real dog.
gas#car#put#pump,The,The man put gas in the car and pumped it up to 100 km/h.
wood#saw#piece#saw,The,The sawmill is a wood sawmill with a piece of sawmill on the ground.
hand#music#dance#hold,The,"The music video was held up by some people as a ""handicap dance video."
piece#metal#polish#machine,The,The piece is about a machine that is trying to polish the metal of an old car.
dog#hold#jump#stick,The,The dog is holding a stick and jumping up and down on it to get the attention.
watch#cartoon#wear#headphone,The,"The man is wearing an orange shirt and a cartoon watch, while the headphone is behind him."
work#project#hat#wear,The,"The project is also wearing many hats, from working with the University of South Carolina Museum."
bottle#open#cap#use,The,The bottle was opened and the liquid was used to cap the bottle and then it was sealed.
playing#build#card#house,The,"The play was built around the playing card house, which is a four-by-four."
hand#hold#snake#talk,The,The man is holding a snake and talking to the camera with a hand over his face.
cut#sharpen#carrot#knife,The,"The man cutting carrots with a knife, the man cutting butter with a stick and sharpen."
punch#kick#bag#gym,The,The gym has a bunch of different bags that can be used to kick out the weights.
watch#continue#ball#hit,The,"The ball continued to hit the ground as the crowd watched, and it was not until."
capture#ride#movement#continue,The,The movement continued to capture the attention of the public and was able to ride this wave.
wear#bag#carry#shirt,The,The man is wearing a red shirt and carries a bag of food on his backboard.
lie#table#receive#massage,The,The man receives a massage from a woman who is lying on a table in a bedroom.
hit#jump#bike#ride,The,The man is riding a bike and jumping over the barricade to hit the parking lot.
table#family#eat#dinner,The,The family of a man who was eating dinner on the table next to him in the restaurant.
eye#mascara#apply#look,The,The woman applies her mascara to her eyes and looks at the camera with a sad smile.
ball#technique#kick#demonstrate,The,The ball is demonstrated with a technique known as the kick-in and the kick out.
hold#instrument#sit#chair,The,"The man is sitting on a chair, holding an instrument in his left hand and writing."
craft#art#sit#table,The,The table below shows the arts and crafts that are sitting on the table in the U.
field#hit#practice#baseball,The,"The practice of hitting baseballs in the field is not uncommon, especially in the U."
cross#eye#touch#nose,The,The cross is touching the nose of a man with an eye patch on his right eye.
water#stand#jacket#wear,The,The man is wearing a black jacket and is standing in the middle of a shallow water.
worker#side#work#building,The,The building was on the west side of the work site where workers would be doing repairs.
hold#snowboard#pull#kite,The,"The snowboard is pulled by kite, which is held by a man in white."
watch#beach#sky#plane,The,The plane is watched by a man and woman on a beach under a cloudy sky above sea.
ocean#stand#sun#set,The,The sun is set on the ocean as it stands in the morning light of the morning.
costume#street#walk#dress,The,"The street is filled with people dressed in costume, and people walking on the main street."
fork#egg#beat#bowl,The,The North Fork beat the South Fork in the eggs in a bowl of water at 0.
dance#stage#begin#middle,The,The stage began to dance in the middle of the crowd as they all started to sing.
enjoy#day#beach#family,The,The beach is enjoyed by many families and day-trippers from all over the world.
ice#liquor#add#glass,The,"The ice cream is added to a glass of hot water, which is then mixed with liquor."
gym#squat#shoulder#weight,The,"The gym has a weight room, a gymnasium, and a squat and shoulder room."
fill#bag#seal#machine,The,The man is sealed in a plastic bag and is filled with machine oil and other items.
hair#pull#tape#remove,The,"The man is removing the hair and putting it on the tape, pulling it back up."
pen#music#desk#hit,The,The music video was directed by his former desk-mate and hit the music video pen.
dog#cat#chase#street,The,The dog is chinese and chinese street dogs are chinese in china chinese.
bowl#egg#crack#kitchen,The,"The bowl has a kitchen with two sinks, a crack in the wall, and eggs."
sink#toothbrush#sit#hold,The,"The toothbrush has a long, splayed handle that is held in place by sitting."
wife#shopping#wait#finish,The,The woman is waiting for her wife to finish shopping before she goes to the local market.
dance#wear#music#hat,The,"The music was worn down by the dance of hat, hat, and dance of men."
mouth#toy#dog#catch,The,The dog is caught in the mouth of a toy dog with a red cloth around it.
brush#horse#tail#stand,The,"The horse is standing with its tail between its legs, with a man and a brush."
machine#cap#bottle#put,The,"The man is putting a bottle cap on the machine, and then he is doing it."
map#front#report#give,The,The map was reported to be given to the United States in front of the United Nations.
talk#wear#lady#jacket,The,The lady is wearing a black jacket and is talking to the man in a yellow shirt.
pool#cheer#race#swimmer,The,The swimming pool is one of the few places to cheer for a race in the city.
piece#metal#hit#hammer,The,"The hammer hit the metal pieces with a heavy thump, and the man hit it again."
toy#run#grass#mouth,The,The Toy grass runs through the mouth of the cave on its way to the surface.
insert#lens#attempt#eye,The,"The lens is inserted into the eye, and an attempt is made to control the eye."
tree#surround#path#walk,The,The trees are surrounded by a path that walks around the edge of the rainforest floor.
continue#jump#bar#swinge,The,"The bar continues to jump, but it is not as fast as it was earlier today."
equipment#arm#work#gym,The,"The men are working in a gym with equipment, arm bars, and other equipment nearby."
grass#dog#stand#owner,The,The dog is standing on the grass next to the owner's car and the dog is barking.
run#jump#path#pit,The,"The trail runs parallel to the path of the Jumping Pit, which is in fact."
pipe#sit#smoke#chair,The,The man is sitting in a chair with smoke pouring out of a pipe behind his face.
take#picture#friend#mountain,The,The pictures taken by his friend were taken from the mountains above the village of Achaea.
run#kid#throw#balloon,The,"The kids are throwing balloons, running around, and having a great time with each other."
overlook#rock#sit#water,The,"The water is still sitting on the rocks, but it is not overlooking the whole area."
grass#stick#walk#dog,The,The dog is walking on the grass and sticks his head out to see if there is.
park#perform#trick#skateboard,The,"The skateboarder has performed tricks in the park before, but never on this scale."
hair#braid#instruction#give,The,The braid is given instructions by the hair that it should be cut to length so.
smile#shake#head#look,The,"The man is looking at a penalty, he shakes his head and smiles at him."
mallet#hit#stand#gong,The,"The song stood out to Mallet, who hit ""Gonglish"" for her."
hold#mouth#blow#flute,The,"The man is holding a flute, which is blown by the mouth of the woman."
sit#suitcase#pack#floor,The,The suit suitcases are packed and the floor is filled with people sitting on the floor.
time#practice#dribble#basketball,The,"The practice was first started in the basketball courts of Washington, D."
helmet#wear#cave#light,The,"The cave is visible from the shelter, but the light is wearing off in the morning."
bed#lady#put#sheet,The,"The ladies put on a bed of pink sheets, and one of them goes to play."
brush#couch#hair#sit,The,"The man with black hair sits on a couch with a laptop, and a brown brush."
stand#fold#hat#arm,The,The women's arms were folded and they were standing in the hatches of the boat.
arm#mountain#top#raise,The,The mountains were raised to the top of the arches of the Great Wall of China.
give#instruction#machine#sew,The,"The machine was given instructions to sew up the holes, and it did so quickly enough."
hold#animal#stuff#stand,The,The animal is holding a stuffed toy that is standing on it's hind legs with it.
weight#lift#bar#end,The,The bar lifted and the weight was lifted off the end of the man's arm momentarily.
jump#beach#dog#wave,The,The beach is about to jump back into the waves with a hot dog and a drink.
trick#perform#air#snowboarder,The,"The snowboarder has also performed in the United States, Canada, Australia and France."
cover#ground#dog#run,The,The dog runs around the ground and covers itself with its paws to protect from the sun.
street#fill#pedestrian#car,The,"The street filled with cars, pedestrians, and people on bikes as they walked to work."
vend#machine#front#stand,The,"The machine is in the front of the room, and a man stands at the machine."
board#bounce#pool#dive,The,The pool has two bounce boards that can be used to dive or swim in the pool.
tattoo#say#regret#hand,The,The man says that he has been regretting his hand-too for a long time.
carry#board#surfer#beach,The,The board is carried out by the Surfer's Board of Directors and the Beach Club.
smile#wear#hat#stand,The,The man is wearing a hat that has a tear in it and is standing by Smiles.
pole#wear#hold#hat,The,The man is wearing a hat that has been held up by a pole in the middle.
race#jockey#track#horse,The,The race was the first race of the race track for the jockey to win horse races.
celebrate#restaurant#friend#birthday,The,The restaurant celebrated its 50th birthday with a group of friends and family on May 30.
sit#leg#shave#edge,The,"The legs are long and slender, while the legs are short and leathery while sitting."
work#spark#night#fly,The,"The next night, he flew back to New York, where he worked with Sparks again."
tooth#brush#stand#sink,The,"The man is standing next to a sink, and his teeth are brushed by a man."
toy#catch#jump#air,The,The man jumps into the air and hurls his teddy bear to catch it.
picture#couple#pose#front,The,The couple posed in front of a nude picture of their daughter on the living room wall.
water#sail#fall#boat,The,The boat fell into the water and was sailing in the middle of the South China Sea.
carry#flag#arena#wear,The,The flag is carried by men and women wearing the national flag at an outdoor military arena.
tissue#toddler#blow#nose,The,The toddler was blown away by the sight of the teddy bear's nose and ear.
surf#wave#background#music,The,"The music video for ""Surf's Up"" was background music in the first wave."
give#instruction#lay#carpet,The,The man lays on the carpet and gives instructions to his assistants to go on the floor.
run#basket#collect#egg,The,"The eggs are collected in a basket, which is then ran down the stairs to the garden."
air#leg#kick#dance,The,The legs kick up and dance in the air as they try to get up off the ground.
park#car#building#front,The,"The car parked in front of the building was damaged, but no injuries were reported there."
hand#music#pen#table,The,The table below shows the number of hands in each pen and the music played by them.
push#controller#button#hold,The,The button is held down until the controller is pushed down by the user or another person.
table#napkin#stand#fold,The,The man is standing on a table with a napkin and folded up napkin next to it.
laugh#piece#tear#paper,The,"The piece was laugh out of the paper, and was torn down by the next day."
piece#machine#put#paper,The,"The paper puts forward a number of pieces of information about the machine, such as:: ""."
wear#pool#suit#jump,The,"The pool is wearing a white suit and jumpsuit, with a mannequin swim team."
head#pet#hand#cat,The,The cat is out of the bag with the head of the hand and petting it.
bucket#stomp#grape#stand,The,"The Buckets of grapes are long and wide, standing about as tall as a grown man."
trainer#run#course#dog,The,"The dog is over the course of a few years old, running around with a trainer."
discus#throw#meet#watch,The,"The two men are watching the discus throw, and they meet in the middle again."
stick#drop#fire#juggle,The,"The man was dropped off at the fire station, where he was stuck by a juggle."
write#number#pop#balloon,The,"The balloons were written in a number of pop songs, including ""Blonde on Blonde""."
snow#road#plow#tractor,The,The tractor plowing a snowbank along road next to a plowing tractor on the way.
stuff#animal#push#cart,The,The animal was pushed into the cart and stuffed into a plastic bag before being carried away.
fish#snow#catch#flop,The,The snowflakes are caught by the flop of a fish in the early morning.
keep#kick#ball#air,The,The ball was kicked into the air and he kept it in the air for a minute.
face#apply#lotion#rub,The,The name is applied to a lotion or rub on the face or body of children.
